primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,duration
afgfly1,[],['call'],8.92,40.043,Bradornis microrhynchus,African Gray Flycatcher,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267774,afgfly1/XC267774.ogg,17.4
afgfly1,[],['call'],-1.5765,36.6316,Bradornis microrhynchus,African Gray Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/344741,afgfly1/XC344741.ogg,21.2375625
afgfly1,[],"['call', 'juvenile', 'sex uncertain']",-3.1481,36.6951,Bradornis microrhynchus,African Gray Flycatcher,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/609492,afgfly1/XC609492.ogg,23.5363125
afgfly1,[],"['adult', 'call', 'sex uncertain']",-3.1481,36.6951,Bradornis microrhynchus,African Gray Flycatcher,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/609493,afgfly1/XC609493.ogg,7.0791875
afghor1,[],['call'],13.382,-16.7708,Lophoceros nasutus,African Gray Hornbill,Matt Slaymaker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/174843,afghor1/XC174843.ogg,40.3069375
afghor1,[],"['call', 'male']",-6.7849,33.7788,Lophoceros nasutus,African Gray Hornbill,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200734,afghor1/XC200734.ogg,58.2530625
afghor1,[],['song'],8.1829,34.5836,Lophoceros nasutus,African Gray Hornbill,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/215421,afghor1/XC215421.ogg,32.712
afghor1,[],['song'],8.92,40.043,Lophoceros nasutus,African Gray Hornbill,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/215422,afghor1/XC215422.ogg,38.424
afghor1,[],['call'],-25.1283,27.802,Lophoceros nasutus,African Gray Hornbill,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/283019,afghor1/XC283019.ogg,26.448
afghor1,[],['call'],14.0606,-16.7575,Lophoceros nasutus,African Gray Hornbill,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/292595,afghor1/XC292595.ogg,17.3714375
afghor1,[],['song'],9.5687,-4.2943,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/317569,afghor1/XC317569.ogg,25.99184375
afghor1,[],['song'],6.2097,-5.0127,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/343626,afghor1/XC343626.ogg,55.6408125
afghor1,[],['song'],10.6994,-4.8158,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/390748,afghor1/XC390748.ogg,99.2130625
afghor1,[],"['call', 'song']",10.0318,-5.9068,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396054,afghor1/XC396054.ogg,40.51590625
afghor1,[],['song'],-3.0252,38.6514,Lophoceros nasutus,African Gray Hornbill,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/398342,afghor1/XC398342.ogg,18.233
afghor1,[],['song'],13.299,-16.563,Lophoceros nasutus,African Gray Hornbill,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/441081,afghor1/XC441081.ogg,50.208
afghor1,[],"['call', 'song']",-7.5253,34.8521,Lophoceros nasutus,African Gray Hornbill,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/460482,afghor1/XC460482.ogg,51.072
afghor1,[],"['adult', 'call', 'sex uncertain']",5.2296,39.6876,Lophoceros nasutus,African Gray Hornbill,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531787,afghor1/XC531787.ogg,33.253
afghor1,[],"['adult', 'call', 'sex uncertain']",5.2296,39.6876,Lophoceros nasutus,African Gray Hornbill,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531789,afghor1/XC531789.ogg,14.053
afghor1,[],['flight call'],-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/594010,afghor1/XC594010.ogg,2.736
afghor1,[],"['call', 'life stage uncertain', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601838,afghor1/XC601838.ogg,4.17959375
afghor1,[],"['call', 'life stage uncertain', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601839,afghor1/XC601839.ogg,23.5885625
afghor1,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/619569,afghor1/XC619569.ogg,8.616
afghor1,[],[''],5.6567,-0.187,Lophoceros nasutus,African Gray Hornbill,David Robichaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/697056,afghor1/XC697056.ogg,22.7
afghor1,[],[''],5.6619,-0.1876,Lophoceros nasutus,African Gray Hornbill,David Robichaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/697063,afghor1/XC697063.ogg,25.338
afghor1,[],[''],9.4973,-13.7633,Lophoceros nasutus,African Gray Hornbill,Paul Lenrumé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/700782,afghor1/XC700782.ogg,47.490625
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746525,afghor1/XC746525.ogg,26.592
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746526,afghor1/XC746526.ogg,12.912
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746527,afghor1/XC746527.ogg,41.976
afmdov1,[],['call'],10.6333,-4.7667,Streptopelia decipiens,Mourning Collared-Dove,Giovanni Boano,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/115649,afmdov1/XC115649.ogg,17.58040625
afmdov1,[],['song'],7.5479,38.6835,Streptopelia decipiens,Mourning Collared-Dove,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267174,afmdov1/XC267174.ogg,50.448
afmdov1,[],['song'],-2.8169,34.9896,Streptopelia decipiens,Mourning Collared-Dove,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/425896,afmdov1/XC425896.ogg,39.732
afmdov1,[],['call'],7.9273,38.7271,Streptopelia decipiens,Mourning Collared-Dove,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/472382,afmdov1/XC472382.ogg,27.689
afpfly1,[],"['call', 'flight call']",9.6467,-1.7606,Terpsiphone viridis,African Paradise-Flycatcher,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/156644,afpfly1/XC156644.ogg,61.466125
afpfly1,[],"['female', 'male', 'song']",-15.4439,28.5286,Terpsiphone viridis,African Paradise-Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/202633,afpfly1/XC202633.ogg,9.79590625
afpfly1,[],['call'],-1.112,29.792,Terpsiphone viridis,African Paradise-Flycatcher,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/234828,afpfly1/XC234828.ogg,6.34775
afpfly1,[],['call'],-0.6028,34.2605,Terpsiphone viridis,African Paradise-Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289481,afpfly1/XC289481.ogg,31.52978125
afpfly1,[],['call'],-33.2946,26.5108,Terpsiphone viridis,African Paradise-Flycatcher,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294067,afpfly1/XC294067.ogg,44.16
afpfly1,[],['song'],9.5687,-4.2943,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/315873,afpfly1/XC315873.ogg,30.51103125
afpfly1,[],"['call', 'female']",10.9537,-4.8833,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/390755,afpfly1/XC390755.ogg,35.89225
afpfly1,[],"['call', 'male']",-26.2594,31.8762,Terpsiphone viridis,African Paradise-Flycatcher,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/392042,afpfly1/XC392042.ogg,23.118
afpfly1,[],"['male', 'song']",-1.229,36.79,Terpsiphone viridis,African Paradise-Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/398514,afpfly1/XC398514.ogg,41.273
afpfly1,[],"['call', 'male']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445339,afpfly1/XC445339.ogg,13.688
afpfly1,[],"['call', 'male', 'song']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445342,afpfly1/XC445342.ogg,55.457
afpfly1,[],"['male', 'song']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445344,afpfly1/XC445344.ogg,8.176
afpfly1,[],"['adult', 'male', 'song']",-26.9548,26.8139,Terpsiphone viridis,African Paradise-Flycatcher,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/603822,afpfly1/XC603822.ogg,24.398
afpfly1,[],"['adult', 'male', 'song']",-2.9433,37.5081,Terpsiphone viridis,African Paradise-Flycatcher,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/627664,afpfly1/XC627664.ogg,6.024
afpfly1,[],"['call', 'sex uncertain', 'song']",9.0947,7.4133,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666530,afpfly1/XC666530.ogg,27.36
afpfly1,[],"['adult', 'call', 'song']",9.0948,7.4131,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666759,afpfly1/XC666759.ogg,44.208
afpfly1,[],[''],-26.5714,26.7293,Terpsiphone viridis,African Paradise-Flycatcher,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/695162,afpfly1/XC695162.ogg,7.732
afpfly1,[],[''],7.4498,-7.6382,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/704564,afpfly1/XC704564.ogg,21.76
afpfly1,[],[''],5.35,-1.38,Terpsiphone viridis,African Paradise-Flycatcher,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/714187,afpfly1/XC714187.ogg,2.089
afpfly1,[],[''],0.2841,36.9102,Terpsiphone viridis,African Paradise-Flycatcher,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/748203,afpfly1/XC748203.ogg,1.176
afpfly1,[],[''],-1.275,36.815,Terpsiphone viridis,African Paradise-Flycatcher,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/749025,afpfly1/XC749025.ogg,24.08490625
afpwag1,[],['song'],-4.2434,39.6018,Motacilla aguimp,African Pied Wagtail,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/117150,afpwag1/XC117150.ogg,17.4236875
afpwag1,[],"['call', 'female', 'male']",-17.807,25.6894,Motacilla aguimp,African Pied Wagtail,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/125137,afpwag1/XC125137.ogg,56.8946875
afpwag1,[],['song'],-3.3523,29.3198,Motacilla aguimp,African Pied Wagtail,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/131307,afpwag1/XC131307.ogg,42.71021875
