primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
afghor1,[],['song'],6.2097,-5.0127,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/343626,afghor1/XC343626.ogg
afghor1,[],['song'],10.6994,-4.8158,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/390748,afghor1/XC390748.ogg
afghor1,[],['song'],10.0318,-5.9068,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396053,afghor1/XC396053.ogg
afghor1,[],"['call', 'song']",10.0318,-5.9068,Lophoceros nasutus,African Gray Hornbill,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396054,afghor1/XC396054.ogg
afghor1,[],['song'],-3.0252,38.6514,Lophoceros nasutus,African Gray Hornbill,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/398342,afghor1/XC398342.ogg
afghor1,[],['song'],13.299,-16.563,Lophoceros nasutus,African Gray Hornbill,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/441081,afghor1/XC441081.ogg
afghor1,[],"['call', 'song']",-7.5253,34.8521,Lophoceros nasutus,African Gray Hornbill,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/460482,afghor1/XC460482.ogg
afghor1,[],"['adult', 'call', 'sex uncertain']",5.2296,39.6876,Lophoceros nasutus,African Gray Hornbill,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531787,afghor1/XC531787.ogg
afghor1,[],"['adult', 'call', 'sex uncertain']",5.2296,39.6876,Lophoceros nasutus,African Gray Hornbill,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531789,afghor1/XC531789.ogg
afghor1,[],['flight call'],-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/594010,afghor1/XC594010.ogg
afghor1,[],"['call', 'life stage uncertain', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601838,afghor1/XC601838.ogg
afghor1,[],"['call', 'life stage uncertain', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/601839,afghor1/XC601839.ogg
afghor1,[],"['adult', 'call', 'sex uncertain']",-2.9858,37.5975,Lophoceros nasutus,African Gray Hornbill,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/619569,afghor1/XC619569.ogg
afghor1,[],[''],5.6567,-0.187,Lophoceros nasutus,African Gray Hornbill,David Robichaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/697056,afghor1/XC697056.ogg
afghor1,[],[''],5.6619,-0.1876,Lophoceros nasutus,African Gray Hornbill,David Robichaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/697063,afghor1/XC697063.ogg
afghor1,[],[''],9.4973,-13.7633,Lophoceros nasutus,African Gray Hornbill,Paul Lenrumé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/700782,afghor1/XC700782.ogg
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746525,afghor1/XC746525.ogg
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746526,afghor1/XC746526.ogg
afghor1,[],[''],18.1951,42.2756,Lophoceros nasutus,African Gray Hornbill,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746527,afghor1/XC746527.ogg
afmdov1,[],['call'],10.6333,-4.7667,Streptopelia decipiens,Mourning Collared-Dove,Giovanni Boano,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/115649,afmdov1/XC115649.ogg
afmdov1,[],['song'],7.5479,38.6835,Streptopelia decipiens,Mourning Collared-Dove,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267174,afmdov1/XC267174.ogg
afmdov1,[],['song'],-2.8169,34.9896,Streptopelia decipiens,Mourning Collared-Dove,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/425896,afmdov1/XC425896.ogg
afmdov1,[],['call'],7.9273,38.7271,Streptopelia decipiens,Mourning Collared-Dove,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/472382,afmdov1/XC472382.ogg
afpfly1,[],"['call', 'flight call']",9.6467,-1.7606,Terpsiphone viridis,African Paradise-Flycatcher,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/156644,afpfly1/XC156644.ogg
afpfly1,[],"['female', 'male', 'song']",-15.4439,28.5286,Terpsiphone viridis,African Paradise-Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/202633,afpfly1/XC202633.ogg
afpfly1,[],['call'],-1.112,29.792,Terpsiphone viridis,African Paradise-Flycatcher,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/234828,afpfly1/XC234828.ogg
afpfly1,[],['call'],-0.6028,34.2605,Terpsiphone viridis,African Paradise-Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/289481,afpfly1/XC289481.ogg
afpfly1,[],['call'],-33.2946,26.5108,Terpsiphone viridis,African Paradise-Flycatcher,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/294067,afpfly1/XC294067.ogg
afpfly1,[],['song'],9.5687,-4.2943,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/315873,afpfly1/XC315873.ogg
afpfly1,[],"['call', 'female']",10.9537,-4.8833,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/390755,afpfly1/XC390755.ogg
afpfly1,[],"['call', 'male']",-26.2594,31.8762,Terpsiphone viridis,African Paradise-Flycatcher,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/392042,afpfly1/XC392042.ogg
afpfly1,[],"['male', 'song']",-1.229,36.79,Terpsiphone viridis,African Paradise-Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/398514,afpfly1/XC398514.ogg
afpfly1,[],"['call', 'male']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445339,afpfly1/XC445339.ogg
afpfly1,[],"['call', 'male', 'song']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445342,afpfly1/XC445342.ogg
afpfly1,[],"['male', 'song']",17.0922,54.2958,Terpsiphone viridis,African Paradise-Flycatcher,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445344,afpfly1/XC445344.ogg
afpfly1,[],"['call', 'song']",-0.8088,36.3886,Terpsiphone viridis,African Paradise-Flycatcher,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/470598,afpfly1/XC470598.ogg
afpfly1,[],"['adult', 'male', 'song']",-26.9548,26.8139,Terpsiphone viridis,African Paradise-Flycatcher,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/603822,afpfly1/XC603822.ogg
afpfly1,[],"['adult', 'male', 'song']",-2.9433,37.5081,Terpsiphone viridis,African Paradise-Flycatcher,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/627664,afpfly1/XC627664.ogg
afpfly1,[],"['call', 'sex uncertain', 'song']",9.0947,7.4133,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666530,afpfly1/XC666530.ogg
afpfly1,[],"['adult', 'call', 'song']",9.0948,7.4131,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666759,afpfly1/XC666759.ogg
afpfly1,[],"['call', 'female', 'male', 'song']",9.0948,7.4131,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/667065,afpfly1/XC667065.ogg
afpfly1,[],"['adult', 'male']",9.0948,7.4131,Terpsiphone viridis,African Paradise-Flycatcher,Sun Madakan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/667125,afpfly1/XC667125.ogg
afpfly1,[],[''],-26.5714,26.7293,Terpsiphone viridis,African Paradise-Flycatcher,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/695162,afpfly1/XC695162.ogg
afpfly1,[],[''],7.4498,-7.6382,Terpsiphone viridis,African Paradise-Flycatcher,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/704564,afpfly1/XC704564.ogg
afpfly1,[],[''],5.35,-1.38,Terpsiphone viridis,African Paradise-Flycatcher,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/714187,afpfly1/XC714187.ogg
afpfly1,[],[''],0.2841,36.9102,Terpsiphone viridis,African Paradise-Flycatcher,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/748203,afpfly1/XC748203.ogg
afpfly1,[],[''],-1.275,36.815,Terpsiphone viridis,African Paradise-Flycatcher,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/749025,afpfly1/XC749025.ogg
afpwag1,[],['song'],-4.2434,39.6018,Motacilla aguimp,African Pied Wagtail,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/117150,afpwag1/XC117150.ogg
